user,gender,dob,height_cm,weight_kg,currentlocation,sweats,coldhf,exercise
UT3869IU,F,2002/06/13,168,79.0,"Kuala Lumpur, Malaysia",Y,N,A couple of times per week
eY2250IW,F,2005/10/22,169,62.8,"Florence, Italy",Y,N,A couple of times per week
tp1175uq,F,1992/01/17,155,48.1,"Kuala Lumpur, Malaysia",N,Y,1 or 2 times per month
pf2114mn,F,1991/05/13,175,70.4,"Mogadishu, Somalia",N,N,A couple of times per week
et8354vW,F,1987/04/01,170,60.7,"Kinshasa, Republic of the Congo",N,Y,Every other day
WV2400WE,F,1999/05/04,175,79.6,"Dhaka, Bangladesh",Y,Y,Never
bc8271Op,F,1987/11/01,166,57.9,"Cancun, Mexico",Y,N,A couple of times per week
Es6017cH,F,1999/04/02,156,58.4,"Punta Arenas, Chile",N,Y,Never
NX5807IF,F,1989/03/24,172,56.2,"Venice, Italy",N,Y,1 or 2 times per month
Tu4015uh,F,1988/01/31,169,48.6,"Christchurch, New Zealand",Y,Y,Once per week
IC6386Iv,F,1986/10/17,169,54.3,"Osaka, Japan",Y,N,Once per week
SI5451CG,F,2004/01/14,172,65.1,"Budapest, Hungary",Y,Y,Every other day
Qy9395XL,F,1999/08/19,170,66.5,"Sydney, Australia",N,N,Never
un1132Vv,F,1988/02/19,162,63.0,"Surat, India",N,N,1 or 2 times per month
ki5559na,F,1983/05/07,169,60.0,"Yaounde, Cameroon",N,Y,A couple of times per week
Kv6884FA,F,1995/02/09,167,66.9,"Melbourne, Australia",N,Y,A couple of times per week
dc6499yb,F,1994/07/19,174,72.7,"Ho Chi Minh City, Vietnam",Y,Y,Never
rQ1755IA,F,1994/08/20,170,72.2,"Budapest, Hungary",N,Y,1 or 2 times per month
xs9038Vg,F,1994/02/05,173,68.8,"Porto, Portugal",N,N,Once per week
Uk0724cJ,F,2006/03/15,167,47.4,"Lagos, Nigeria",N,N,A couple of times per week
mm4291QA,F,2003/09/09,175,88.8,"Hong Kong, Hong Kong",N,Y,Once per week
yY7292FU,F,1982/10/10,165,59.9,"Salta, Argentina",N,Y,A couple of times per week
ia9087PF,F,1990/08/18,173,62.9,"Rio de Janeiro, Brazil",N,Y,Every day
mj2894bc,F,1987/04/22,172,62.1,"Ho Chi Minh City, Vietnam",Y,N,Every day
CY8683tI,F,2000/01/14,174,81.7,"Dar es Salaam, Tanzania",N,Y,A couple of times per week
Ew4200WW,F,1984/03/26,170,57.8,"Saint Petersburg, Russia",N,Y,Every other day
Cu2137Il,F,2001/10/03,158,49.9,"Honolulu, United States",Y,N,A couple of times per week
YM1106ZI,F,2006/10/30,175,64.3,"Montevideo, Uruguay",N,Y,A couple of times per week
jJ7391Dk,F,1984/09/10,168,84.7,"Baghdad, Iraq",N,N,Never
CU6803gI,F,1999/09/06,174,63.6,"Kano, Nigeria",Y,N,Never
UQ0363kI,F,1990/09/24,170,63.6,"Ahmedabad, India",N,Y,A couple of times per week
pO9433Of,F,2002/01/02,175,85.8,"Buenos Aires, Argentina",N,Y,Never
uV0044rC,F,1983/07/27,174,57.5,"Tokyo, Japan",Y,N,Every other day
RK2284bK,F,1990/12/11,171,67.3,"Nice, France",Y,Y,A couple of times per week
TG5207tN,F,1995/05/04,175,73.5,"Accra, Ghana",Y,Y,A couple of times per week
id7589oV,F,2004/10/26,170,69.4,"Soweto, South Africa",N,Y,A couple of times per week
jo2751na,F,2001/07/20,171,55.6,"New York City, United States",N,Y,A couple of times per week
DE8050YR,F,1991/12/12,163,71.7,"Kabul, Afghanistan",Y,Y,A couple of times per week
vy9135Jb,F,2001/04/20,173,56.9,"Luanda, Angola",Y,Y,Every day
TV3992SZ,F,1983/02/01,173,98.8,"Otavalo, Ecuador",Y,N,A couple of times per week
YN2170Wp,F,2004/05/18,167,61.4,"Auckland, New Zealand",N,Y,Every day
Md4004yq,F,2005/10/22,166,63.4,"Orlando, United States",N,Y,A couple of times per week
Oo5110mI,F,1995/08/30,174,87.8,"Tokyo, Japan",N,N,1 or 2 times per month
sS1655EA,F,1992/12/08,161,62.2,"Istanbul, Turkey",N,N,Every other day
WQ3564Iu,F,1996/08/21,170,54.9,"Kolkata, India",Y,Y,1 or 2 times per month
em0768ht,F,2001/05/20,175,85.8,"Heraklion, Greece",N,N,A couple of times per week
tJ0120Wg,F,1995/06/29,170,69.4,"Venice, Italy",N,Y,A couple of times per week
ca9258qk,F,2002/05/01,168,62.1,"Copenhagen, Denmark",N,Y,A couple of times per week
hF3047Ce,F,2006/11/03,164,61.9,"Punta Arenas, Chile",N,Y,Every other day
My2562eB,F,2004/06/05,167,64.1,"Tokyo, Japan",N,N,Every other day
tK0135Ov,F,1995/11/10,174,57.5,"Valparaiso, Chile",Y,N,A couple of times per week
Ii3035mN,F,2000/04/24,166,60.6,"Lima, Peru",N,N,A couple of times per week
hi4139AD,F,2006/09/14,168,67.7,"Abidjan, Ivory Coast",N,Y,A couple of times per week
uI8775mR,F,2003/04/13,184,101.6,"Shenzhen, China",Y,Y,A couple of times per week
yf2462CH,F,1996/03/25,177,59.5,"La Paz, Bolivia",Y,Y,Never
ur5560BV,F,1986/04/21,170,80.9,"Accra, Ghana",N,N,A couple of times per week
WZ1787Jm,F,2006/04/15,168,67.7,"Durban, South Africa",N,Y,A couple of times per week
qY3267ZT,F,1995/03/21,174,45.4,"Los Angeles, United States",Y,N,A couple of times per week
cf0507um,F,1983/10/18,169,94.3,"Toronto, Canada",N,Y,A couple of times per week
Il5512Dx,F,1988/06/04,174,69.6,"Kaduna, Nigeria",Y,N,A couple of times per week
tR3837qq,F,1988/05/31,164,61.9,"Potosi, Bolivia",N,Y,1 or 2 times per month
Bl4575rl,F,2006/04/09,179,51.3,"Vienna, Austria",Y,Y,Every day
xf1952HH,F,1993/01/19,176,58.9,"Johannesburg, South Africa",Y,N,Every day
AR7122sw,F,1986/03/13,174,57.5,"Stockholm, Sweden",Y,N,Once per week
vS5618dM,F,1998/05/09,168,53.6,"Mumbai, India",N,Y,Every other day
wS2827AZ,F,1990/01/24,170,57.8,"La Paz, Bolivia",N,N,1 or 2 times per month
kT4811BH,F,1988/06/28,171,70.2,"Taipei, Taiwan",N,N,A couple of times per week
EV8019lS,F,1984/05/06,177,65.8,"Riyadh, Saudi Arabia",N,N,Once per week
mv4797fz,F,1998/07/28,167,66.9,"Toronto, Canada",Y,N,Every day
CU9404OQ,F,1989/05/09,171,64.3,"Salta, Argentina",N,N,Never
Gz1536XZ,F,1989/12/01,172,76.9,"Pyongyang, North Korea",N,Y,Once per week
pJ4226Ly,F,2002/04/14,167,83.7,"Phnom Penh, Cambodia",N,N,A couple of times per week
Nh8185Hq,F,1997/06/30,170,66.5,"Guayaquil, Ecuador",N,Y,A couple of times per week
oT7715Kw,F,2003/07/19,175,73.5,"Lahore, Pakistan",Y,Y,1 or 2 times per month
XI5644Bm,F,1997/09/23,162,65.6,"Pyongyang, North Korea",Y,Y,Every day
vW2096Ee,F,1992/11/21,175,73.5,"Beijing, China",Y,Y,Never
dr4592Td,F,1988/02/25,177,62.7,"Otavalo, Ecuador",Y,N,A couple of times per week
KV8106ki,F,1991/12/02,173,71.8,"Giza, Egypt",N,Y,A couple of times per week
At7758Dt,F,1999/12/17,171,61.4,"Rome, Italy",Y,Y,Once per week
uY5863ic,F,1998/01/24,178,76.0,"Accra, Ghana",N,Y,Every day
MS5160nQ,F,1990/03/03,167,80.9,"Christchurch, New Zealand",N,N,Never
My4627QU,F,1997/09/26,161,64.8,"Darwin, Australia",Y,Y,Every day
dJ3876eC,F,1984/11/07,170,66.5,"Dhaka, Bangladesh",Y,Y,A couple of times per week
Nm9682RN,F,1999/05/25,175,88.8,"Busan, South Korea",N,Y,A couple of times per week
lS2491dL,F,1995/01/12,164,56.5,"Bogota, Colombia",Y,Y,Never
wz2707EY,F,1994/11/09,164,61.9,"Rabat, Morocco",Y,Y,A couple of times per week
Qo1413EC,F,1992/08/01,169,54.3,"Chattogram, Bangladesh",Y,Y,Once per week
lR1787pq,F,1999/01/23,171,76.0,"Addis Ababa, Ethiopia",N,N,Once per week
ho8184rB,F,1989/12/08,170,69.4,"Brisbane, Australia",N,N,1 or 2 times per month
WM7258Id,F,1988/03/02,173,56.9,"Canberra, Australia",Y,Y,Every other day
Oe5110ot,F,2002/06/28,170,69.4,"Addis Ababa, Ethiopia",Y,N,A couple of times per week
Oh5150sJ,F,1991/09/23,161,59.6,"Hong Kong, Hong Kong",Y,Y,A couple of times per week
PF3898YH,F,1988/12/10,174,63.6,"Melbourne, Australia",Y,N,A couple of times per week
MV6861nY,F,1995/06/20,171,61.4,"Sucre, Bolivia",N,N,Every other day
ph5851eW,F,1989/06/26,164,51.1,"Prague, Czech Republic",N,Y,Every day
Ly7945QD,F,2004/11/19,172,71.0,"Antananarivo, Madagascar",Y,N,A couple of times per week
Ry6793fn,F,1988/07/24,167,50.2,"Sydney, Australia",N,Y,1 or 2 times per month
mj9088cr,F,1985/06/11,170,66.5,"Arequipa, Peru",N,Y,A couple of times per week
qS8083Dn,F,1986/06/27,170,63.6,"Sucre, Bolivia",N,Y,Every other day
wS7762FE,F,2000/02/25,172,68.0,"Benin City, Nigeria",N,Y,A couple of times per week
vX4644pu,F,1988/04/02,166,55.1,"Dublin, Ireland",N,N,Every other day
fr2225Iy,F,1991/10/06,172,88.8,"Kano, Nigeria",N,N,A couple of times per week
kK5547hd,F,1988/06/03,170,63.6,"Toronto, Canada",N,N,1 or 2 times per month
KP4983SE,F,1985/01/29,170,80.9,"Khartoum, Sudan",N,Y,A couple of times per week
Kl4980wZ,F,1994/04/22,180,84.2,"Kabul, Afghanistan",N,Y,Every other day
ds4572qO,F,1986/09/20,164,61.9,"Hong Kong, Hong Kong",N,N,Every other day
Ez2153Yt,F,2001/09/28,167,53.0,"Chennai, India",N,N,Never
VI0059qH,F,1982/08/23,169,68.5,"Mogadishu, Somalia",N,N,Every other day
fl8930oJ,F,1992/10/12,172,68.0,"Khartoum, Sudan",Y,N,Every day
mE5032Qp,F,1997/05/24,167,61.4,"Seoul, South Korea",N,Y,A couple of times per week
Ws5912qE,F,1985/06/04,171,58.5,"Tehran, Iran",Y,N,Never
Tz9418WG,F,1986/11/10,166,55.1,"Porto, Portugal",N,Y,Once per week
Jq5860CG,F,1988/09/29,165,59.9,"Yangon, Myanmar",N,Y,Every day
Lq6740zm,F,1997/08/05,157,59.2,"Yokohama, Japan",N,N,Every day
eJ7422dx,F,1998/09/10,170,69.4,"Barcelona, Spain",N,Y,Every other day
fl5876xR,F,1987/03/01,169,91.4,"Algiers, Algeria",N,N,Every other day
Lg5754Er,F,1993/10/30,170,54.9,"Saint Petersburg, Russia",N,Y,Every other day
DL2689wz,F,1985/01/29,175,61.2,"Dakar, Senegal",N,Y,1 or 2 times per month
jM2426Gt,F,1995/10/05,172,76.9,"Valparaiso, Chile",N,N,Every other day
KP3411Jm,F,1993/02/17,160,48.6,"Alexandria, Egypt",N,N,1 or 2 times per month
Oj9092wm,F,1995/01/26,157,61.6,"Phnom Penh, Cambodia",Y,Y,Every day
sQ1493UP,F,1984/08/08,169,68.5,"Cape Town, South Africa",N,N,A couple of times per week
UD9710lL,F,1997/05/08,169,48.6,"Giza, Egypt",N,Y,1 or 2 times per month
Ft9254at,F,2002/08/14,171,67.3,"Mexico City, Mexico",N,N,Never
Nc1731qO,F,1999/06/15,161,57.0,"Camayenne, Guinea",N,Y,A couple of times per week
Xq9994iB,F,2005/10/12,168,84.7,"Bamako, Mali",Y,N,Once per week
VI6047ob,F,1983/09/20,169,60.0,"Kyoto, Japan",N,N,A couple of times per week
qD1234xm,F,2001/08/14,175,64.3,"Rome, Italy",N,Y,A couple of times per week
Wi3471Ki,F,1995/06/03,168,67.7,"Cali, Colombia",Y,Y,Every day
Tu8699GE,F,1999/07/01,165,62.6,"Abidjan, Ivory Coast",N,Y,Every day
Vh9165rE,F,1983/08/06,169,65.7,"Conakry, Guinea",N,Y,Never
hv2974Qn,F,1997/08/07,169,60.0,"Dubai, United Arab Emirates",N,Y,A couple of times per week
FR2158zX,F,1983/07/14,169,80.0,"Brisbane, Australia",Y,N,Every other day
Ms4790OC,F,2004/12/25,175,73.5,"Mogadishu, Somalia",N,N,Never
zk0333yZ,F,1985/09/19,177,62.7,"Dublin, Ireland",N,Y,A couple of times per week
FK6262vo,F,1998/09/02,169,54.3,"Potosi, Bolivia",N,N,Every other day
AI3574Hi,F,1999/10/02,175,55.1,"Algiers, Algeria",N,Y,A couple of times per week
As8254Ni,F,1984/02/21,170,80.9,"Bariloche, Argentina",N,Y,A couple of times per week
ai9470jA,F,1995/04/02,169,65.7,"Nairobi, Kenya",N,N,Every day
jp0951Da,F,1984/07/10,177,112.8,"Lubumbashi, Republic of the Congo",Y,N,Every day
SP7411bR,F,2005/07/21,169,65.7,"Ahmedabad, India",N,Y,Every day
gW7807Ra,F,1998/03/27,172,65.1,"Port Harcourt, Nigeria",N,N,A couple of times per week
nC7029hC,F,2005/06/13,167,69.7,"Port Harcourt, Nigeria",N,N,Once per week
WP1398QJ,F,1998/04/10,171,58.5,"Abidjan, Ivory Coast",N,N,A couple of times per week
NF2831Rq,F,1992/08/16,164,59.2,"Bogota, Colombia",N,Y,A couple of times per week
Jg6041nE,F,1997/06/18,171,87.7,"Chattogram, Bangladesh",Y,N,Every other day
Bm6482Mk,F,1985/09/17,175,58.2,"Luanda, Angola",Y,Y,A couple of times per week
cs1129ur,F,1984/09/26,171,58.5,"Shenzhen, China",N,Y,A couple of times per week
JA2257ig,F,2000/07/16,175,58.2,"Porto, Portugal",N,N,A couple of times per week
tH5716QL,F,1992/11/07,170,92.5,"Phnom Penh, Cambodia",Y,N,Every other day
jX2182iy,F,1995/09/25,174,57.5,"Ahmedabad, India",N,Y,Every other day
Zr7901Yb,F,2000/02/20,175,67.4,"Las Vegas, United States",N,N,A couple of times per week
ce8173KJ,F,1987/02/06,168,64.9,"Accra, Ghana",Y,N,A couple of times per week
wg8882Hu,F,1988/09/10,164,56.5,"Barcelona, Spain",N,N,A couple of times per week
Sx1399Rx,F,2005/04/27,168,62.1,"Bamako, Mali",N,N,A couple of times per week
Hj6408jN,F,1996/07/06,156,58.4,"Istanbul, Turkey",N,Y,Every other day
Lw4052Ew,F,2002/10/16,173,56.9,"Barcelona, Spain",Y,N,A couple of times per week
Om1338ZE,F,1984/05/16,171,64.3,"Hong Kong, Hong Kong",Y,Y,Every other day
cI7397eB,F,2002/10/10,171,64.3,"Conakry, Guinea",N,Y,Every day
fb2197jl,F,1997/10/30,173,71.8,"Los Angeles, United States",N,N,Every other day
fg6909Ms,F,1998/04/06,169,65.7,"Ho Chi Minh City, Vietnam",N,Y,Once per week
LO9887ee,F,1988/02/17,154,59.3,"Aleppo, Syria",Y,Y,A couple of times per week
PT6015ua,F,2004/01/30,164,53.8,"Tokyo, Japan",Y,N,1 or 2 times per month
ds9521jq,F,1984/05/29,173,89.8,"Beirut, Lebanon",Y,N,1 or 2 times per month
Tx8817Wq,F,1986/07/17,167,61.4,"Warsaw, Poland",N,Y,A couple of times per week
ZI5820yf,F,1995/12/24,174,72.7,"Valparaiso, Chile",N,N,A couple of times per week
wS3744JC,F,1985/07/31,168,87.5,"Ahmedabad, India",N,N,A couple of times per week
vv7142pH,F,1992/04/30,162,52.5,"Georgetown, Guyana",N,N,A couple of times per week
Tb2492Bl,F,1995/02/20,167,64.1,"Damascus, Syria",N,N,A couple of times per week
KT7831Oh,F,1989/10/09,159,58.1,"Bamako, Mali",N,N,A couple of times per week
sq4532fh,F,2001/07/22,157,39.4,"Cape Town, South Africa",Y,Y,Once per week
Jr6000fT,F,1997/06/09,160,81.9,"Warsaw, Poland",Y,N,Every other day
Kl0357vI,F,1998/12/26,173,56.9,"Medellin, Colombia",N,N,A couple of times per week
RI6157Hj,F,2004/01/05,177,97.1,"Osaka, Japan",Y,Y,Every other day
gG3475Wr,F,1999/05/30,170,57.8,"Hyderabad, India",Y,N,Every other day
gj7546HW,F,1998/03/24,158,47.4,"Arequipa, Peru",Y,Y,Never
UO5326Rw,F,2001/05/15,173,68.8,"Cairo, Egypt",N,N,Every day
Ek8163Qt,F,1990/02/05,159,48.0,"Douala, Cameroon",N,Y,Every day
CJ6759Fu,F,2004/05/15,172,76.9,"Abidjan, Ivory Coast",N,Y,Every day
Gk1039Gd,F,1987/11/05,176,89.8,"Rio de Janeiro, Brazil",Y,Y,A couple of times per week
St3441rP,F,1986/12/21,171,61.4,"Surat, India",N,N,1 or 2 times per month
WX6567rH,F,1995/10/14,172,50.3,"Athens, Greece",N,N,A couple of times per week
Tp0146Rv,F,1989/02/19,158,54.9,"Baghdad, Iraq",N,Y,A couple of times per week
jy9081pm,F,1986/03/14,175,64.3,"San Francisco, United States",N,N,Never
fU0159lV,F,2001/02/06,171,67.3,"La Paz, Bolivia",Y,N,Every day
Ik3788cy,F,2003/10/25,167,75.3,"London, United Kingdom",N,Y,Every day
bV4822ag,F,1991/08/08,164,61.9,"Brussels, Belgium",Y,Y,Every other day
th0627ux,F,1994/01/01,166,60.6,"Pretoria, South Africa",N,Y,Never
Mc1921pg,F,1990/05/21,169,57.1,"Orlando, United States",N,N,A couple of times per week
GE5285jd,F,2005/10/25,174,72.7,"Berlin, Germany",N,N,Never
gQ6829BN,F,1997/09/27,177,50.1,"Lima, Peru",N,N,Never
sF1300Gs,F,1987/10/14,189,82.2,"Beirut, Lebanon",N,N,Every other day
HY4310ie,F,1994/10/14,157,61.6,"Bengaluru, India",N,N,Once per week
gt3912YY,F,1982/11/05,173,77.8,"Ankara, Turkey",N,N,A couple of times per week
XQ8174oG,F,1985/05/03,174,60.6,"Accra, Ghana",N,Y,1 or 2 times per month
Ds3041bQ,F,1997/11/20,158,57.4,"Ibadan, Nigeria",Y,Y,Every other day
tz8634ze,F,2001/08/30,170,60.7,"Salta, Argentina",Y,N,A couple of times per week
Zn4632yR,F,1998/01/16,172,56.2,"Dhaka, Bangladesh",Y,Y,A couple of times per week
GN4897ox,F,2005/07/30,155,69.7,"Dubai, United Arab Emirates",N,N,A couple of times per week
Ql3968Ov,F,1984/09/23,167,53.0,"Quito, Ecuador",N,Y,Once per week
Dr8864sE,F,1985/09/02,165,59.9,"Port Harcourt, Nigeria",N,N,A couple of times per week
ET3805VO,F,2006/02/05,164,51.1,"Yangon, Myanmar",N,N,Once per week
TY4264Xq,F,1992/07/06,174,69.6,"Accra, Ghana",N,N,Once per week
fk3442rc,F,2003/09/08,151,47.9,"Madrid, Spain",Y,N,1 or 2 times per month
AA2511CM,F,1998/02/21,175,58.2,"Addis Ababa, Ethiopia",Y,N,Never
we6495jP,F,2002/11/11,173,59.9,"Punta Arenas, Chile",Y,Y,A couple of times per week
vK5785Ec,F,1982/08/27,170,63.6,"Cuenca, Ecuador",N,N,Once per week
eP8850pV,F,2006/10/25,176,86.7,"Honolulu, United States",Y,N,Once per week
FW3049Xy,F,1984/05/22,173,59.9,"Ho Chi Minh City, Vietnam",Y,N,A couple of times per week
IM4574hz,F,2003/02/22,173,65.8,"Mexico City, Mexico",Y,Y,Once per week
Lr4109Pp,F,1995/04/17,164,83.4,"Surat, India",Y,N,Once per week
QP3385AB,F,2004/09/04,164,51.1,"Yaounde, Cameroon",N,N,A couple of times per week
Ub4403HE,F,1982/09/15,168,53.6,"Quito, Ecuador",N,Y,1 or 2 times per month
ai5390Px,F,1990/12/24,173,56.9,"Cape Town, South Africa",N,Y,A couple of times per week
Uy7780Kw,F,1986/03/09,166,60.6,"Quito, Ecuador",N,N,Every day
To8914NW,F,2006/03/31,172,56.2,"Bamako, Mali",N,Y,Every day
Ui5335Re,F,1998/08/21,166,66.1,"Taipei, Taiwan",Y,N,Every day
nr2246tH,F,2001/04/08,184,81.3,"Montevideo, Uruguay",N,N,1 or 2 times per month
Qq2781ir,F,1998/06/25,161,54.4,"Auckland, New Zealand",N,Y,A couple of times per week
Al9783nC,F,2004/12/25,175,70.4,"Athens, Greece",Y,Y,A couple of times per week
VA9218fi,F,1993/04/05,170,78.0,"New York City, United States",N,Y,A couple of times per week
FS4260Bb,F,2003/04/02,163,63.8,"Tehran, Iran",Y,N,A couple of times per week
hW0327cQ,F,1997/08/11,175,70.4,"Baghdad, Iraq",N,Y,Every other day
dF9009aV,F,1999/07/11,168,64.9,"Lisbon, Portugal",N,Y,Once per week
Vg6884lG,F,1998/12/24,173,80.8,"Seoul, South Korea",Y,N,Every day
Nm1007li,F,1995/08/09,167,41.8,"Nairobi, Kenya",N,N,Never
eC6476Fj,F,1986/10/08,167,53.0,"Los Angeles, United States",N,Y,Every day
uB0967Cq,F,2002/01/29,158,54.9,"Algiers, Algeria",N,Y,A couple of times per week
rI4053kl,F,2005/08/12,169,62.8,"Giza, Egypt",N,Y,Once per week
Pd3169ez,F,2003/01/07,168,53.6,"Saint Petersburg, Russia",N,Y,A couple of times per week
yi8884cP,F,2001/06/16,170,54.9,"Surat, India",N,N,A couple of times per week
KW3822tA,F,2003/01/08,176,77.4,"Bamako, Mali",N,Y,A couple of times per week
SA4721bL,F,1983/02/01,168,56.4,"Potosi, Bolivia",Y,N,Every day
MJ7958iw,F,1993/04/10,170,57.8,"Melbourne, Australia",Y,Y,A couple of times per week
yK1604pu,F,2003/05/24,165,43.6,"Toronto, Canada",N,N,A couple of times per week
EA7954Wx,F,2000/08/24,174,54.5,"Colonia del Sacramento, Uruguay",N,Y,Every other day
nd8840aY,F,1997/01/13,174,72.7,"Milan, Italy",N,Y,Every other day
lB8519uJ,F,1984/03/06,161,64.8,"Yaounde, Cameroon",N,N,A couple of times per week
Nr5051mr,F,1995/09/21,172,47.3,"Punta Arenas, Chile",N,Y,A couple of times per week
eW6255NL,F,2000/09/09,176,58.9,"Colonia del Sacramento, Uruguay",N,Y,Every other day
Cb3159Cz,F,2002/01/24,173,65.8,"Mar del Plata, Argentina",N,Y,A couple of times per week
hz7502rH,F,1996/04/25,172,59.2,"Kabul, Afghanistan",N,N,1 or 2 times per month
jw8548mA,F,2006/06/05,170,60.7,"Vienna, Austria",N,Y,Every day
mm9537MC,F,1995/01/30,174,78.7,"Riyadh, Saudi Arabia",N,N,A couple of times per week
te2324mr,F,2001/08/01,175,70.4,"Karachi, Pakistan",Y,N,A couple of times per week
pP0539IQ,F,1988/12/23,165,81.7,"Addis Ababa, Ethiopia",N,Y,1 or 2 times per month
iK3924UW,F,2005/02/10,157,54.2,"Bangkok, Thailand",N,N,A couple of times per week
pV3898ko,F,2000/06/28,175,67.4,"Warsaw, Poland",N,N,A couple of times per week
xE4672rS,F,1983/03/14,169,71.4,"Ibadan, Nigeria",N,Y,Every other day
DA9710ES,F,1989/08/21,169,60.0,"New York City, United States",Y,Y,Every other day
xW0776Ob,F,2000/12/22,177,59.5,"Barcelona, Spain",Y,N,Every other day
hs1686nk,F,1994/06/12,170,54.9,"Bangkok, Thailand",N,N,Every other day
ph1127uQ,F,1999/08/06,175,58.2,"London, United Kingdom",N,Y,A couple of times per week
PS3278Sz,F,1995/10/28,175,73.5,"Hanoi, Vietnam",N,N,Once per week
BW5674Jb,F,2001/07/18,164,64.6,"Canberra, Australia",N,Y,Never
tJ7087IA,F,1987/08/26,177,65.8,"Cali, Colombia",N,N,A couple of times per week
RQ7612hE,F,1984/05/20,165,68.1,"Ushuaia, Argentina",Y,Y,Never
Sg0377bc,F,1986/04/13,155,57.7,"London, United Kingdom",N,N,Never
Vd6121qj,F,1997/11/14,174,72.7,"Vancouver, Canada",N,Y,Never
FN8475rO,F,1984/05/29,180,97.2,"Soweto, South Africa",N,Y,Every other day
tL8545zm,F,1987/01/05,170,66.5,"Riyadh, Saudi Arabia",N,Y,A couple of times per week
DQ6976GS,F,1997/03/15,167,55.8,"Pyongyang, North Korea",N,N,A couple of times per week
WJ3828fQ,F,1992/06/21,167,58.6,"Riyadh, Saudi Arabia",N,N,1 or 2 times per month
te1028PN,F,1993/10/03,170,92.5,"Yaounde, Cameroon",N,N,Once per week
XJ7746SX,F,2004/12/14,167,80.9,"Cali, Colombia",N,N,A couple of times per week
VK7380CC,F,2003/10/31,166,52.4,"Dubai, United Arab Emirates",N,Y,Every day
aq9451aC,F,2004/05/15,172,68.0,"Durban, South Africa",Y,N,Once per week
bD9212be,F,2005/05/20,165,51.7,"Accra, Ghana",N,N,1 or 2 times per month
og6442Wq,F,1985/08/02,162,52.5,"Milan, Italy",N,Y,A couple of times per week
WY7144aC,F,1984/03/19,159,48.0,"Melbourne, Australia",N,Y,Every other day
jT0530sC,F,1991/06/24,173,74.8,"Karachi, Pakistan",Y,N,A couple of times per week
qh7692iH,F,2006/09/29,166,60.6,"Istanbul, Turkey",Y,Y,Every day
MV8940Gu,F,1996/09/23,167,53.0,"Rio de Janeiro, Brazil",Y,Y,A couple of times per week
ll4718mK,F,1990/10/19,157,54.2,"La Paz, Bolivia",N,N,Never
Wq3058NZ,F,1988/11/08,170,60.7,"Paris, France",Y,N,Once per week
Xp2624eP,F,2004/11/10,172,68.0,"San Francisco, United States",N,N,Every day
EC4986UA,F,1985/09/19,173,71.8,"Camayenne, Guinea",N,N,A couple of times per week
oJ9958wV,F,1988/04/10,169,68.5,"El Calafate, Argentina",Y,Y,Every other day
AO2586wu,F,1990/10/06,182,96.1,"Frankfurt, Germany",N,N,A couple of times per week
cD3367tu,F,1993/09/11,168,67.7,"Surat, India",N,Y,Every other day
PX3260Zh,F,1988/02/22,172,71.0,"Santiago, Chile",N,Y,Every other day
zO7433Rg,F,1994/06/11,166,63.4,"Mogadishu, Somalia",N,N,A couple of times per week
MR8532lx,F,1991/08/01,173,68.8,"Toronto, Canada",N,N,A couple of times per week
lz1832fj,F,2005/06/25,174,48.4,"Cusco, Peru",N,Y,Never
CU9463Ie,F,2004/06/18,171,52.6,"Lima, Peru",Y,N,Never
vL2326rj,F,1998/08/23,167,66.9,"Busan, South Korea",Y,N,A couple of times per week
zK1007cn,F,1986/08/12,165,40.8,"Shenzhen, China",N,N,1 or 2 times per month
gv6683Qs,F,1985/09/06,160,53.8,"Kumasi, Ghana",N,N,Every other day
nv3250Vk,F,2003/11/02,174,78.7,"Rome, Italy",N,N,1 or 2 times per month
af9088Mm,F,1998/09/16,175,85.8,"Beijing, China",N,N,Once per week
Eh4443OL,F,1983/10/03,170,66.5,"Durban, South Africa",Y,N,A couple of times per week
dx2127Su,F,2001/08/14,173,80.8,"Riyadh, Saudi Arabia",Y,Y,Never
Cl9047zm,F,1988/02/02,173,74.8,"Miami, United States",N,N,Every other day
oW4520QF,F,2003/03/12,170,54.9,"Potosi, Bolivia",N,Y,A couple of times per week
Ei4622bM,F,1985/12/10,170,72.2,"Dar es Salaam, Tanzania",N,N,A couple of times per week
WF3914Ga,F,2006/08/27,164,61.9,"Pyongyang, North Korea",N,N,A couple of times per week
Zu7292da,F,1999/10/29,169,68.5,"Algiers, Algeria",N,N,A couple of times per week
yg2928jW,F,1999/11/01,161,51.8,"Miami, United States",N,Y,1 or 2 times per month
Cx8738Yd,F,2001/06/05,171,70.2,"Dublin, Ireland",Y,Y,A couple of times per week
gh9966Im,F,1989/08/13,164,51.1,"Cali, Colombia",N,Y,Every other day
xs4547AP,F,1986/10/28,172,68.0,"Kaduna, Nigeria",N,N,Never
Jf2049JP,F,1999/12/31,170,66.5,"Rhodes, Greece",Y,N,Every other day
Gu7187tZ,F,2004/03/13,164,75.3,"Rhodes, Greece",N,N,Every day
nh4716bT,F,1991/12/09,170,66.5,"Kuala Lumpur, Malaysia",N,Y,A couple of times per week
Ul1052LT,F,1995/09/03,171,67.3,"Chennai, India",N,Y,1 or 2 times per month
Hi9975Ma,F,2002/09/05,170,63.6,"Yangon, Myanmar",N,Y,A couple of times per week
Pd7658Tt,F,2004/07/21,174,69.6,"Antalya, Turkey",N,N,A couple of times per week
