user,gender,dob,age,bmi,currentlocation,currentcity,currentcountry,sweats,coldhf,exercise,height_cm,weight_kg,genscore,agescore,bmiscore,citymorningscore,cityafternoonscore,citynightscore,sweatscore,coldhfscore,exercisescore,mymorningtemp,myafternoontemp,mynighttemp
yK9805wB,M,1996-07-28,26,healthy,"Georgetown, Guyana",Georgetown,Guyana,Y,Y,Once per week,179.0,108.9,1,0,0,7.0,8.0,6.0,1,-2,0,7.0,8.0,6.0
Px0224vt,M,1998-11-22,23,healthy,"Khartoum, Sudan",Khartoum,Sudan,Y,Y,A couple of times per week,184.0,64.3,1,0,0,25.0,27.0,25.0,1,-2,0,25.0,27.0,25.0
Vy6196ci,M,2002-05-06,20,healthy,"Yangon, Myanmar",Yangon,Myanmar,Y,Y,Once per week,180.0,68.0,1,0,0,22.0,25.0,24.0,1,-2,0,22.0,25.0,24.0
Lt7286nr,M,2001-05-10,21,healthy,"Florence, Italy",Florence,Italy,N,N,A couple of times per week,177.0,62.7,1,0,0,0.0,1.0,0.0,0,0,0,1.0,2.0,1.0
NV1315xN,M,1988-12-29,33,healthy,"Brazzaville, DR Congo",Brazzaville,DR Congo,N,N,Every day,185.0,85.6,1,0,0,22.0,25.0,23.0,0,0,1,24.0,27.0,25.0
Ls4510dt,M,1999-04-26,23,healthy,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,Y,N,Once per week,183.0,63.6,1,0,0,32.0,34.0,32.0,1,0,0,34.0,36.0,34.0
nO9138pn,M,1998-11-09,23,healthy,"Manila, Philippines",Manila,Philippines,Y,N,A couple of times per week,182.0,89.4,1,0,0,29.0,32.0,31.0,1,0,0,31.0,34.0,33.0
Qz5027ZT,M,1984-07-09,38,healthy,"Milan, Italy",Milan,Italy,Y,Y,Once per week,182.0,69.6,1,0,0,5.0,6.0,4.0,1,-2,0,5.0,6.0,4.0
pu3379qZ,M,1983-09-19,38,healthy,"Addis Ababa, Ethiopia",Addis Ababa,Ethiopia,Y,N,Never,184.0,74.5,1,0,0,9.0,13.0,10.0,1,0,0,11.0,15.0,12.0
iE1728GL,M,1994-10-02,27,healthy,"Perth, Australia",Perth,Australia,N,Y,A couple of times per week,181.0,81.9,1,0,0,18.0,20.0,17.0,0,-2,0,17.0,19.0,16.0
Hn7179pV,M,1986-12-30,35,healthy,"Damascus, Syria",Damascus,Syria,Y,Y,A couple of times per week,162.0,57.7,1,0,0,5.0,7.0,4.0,1,-2,0,5.0,7.0,4.0
uP8443iq,M,2001-10-04,20,healthy,"Kyoto, Japan",Kyoto,Japan,Y,Y,Once per week,174.0,87.8,1,0,0,-2.0,2.0,1.0,1,-2,0,-2.0,2.0,1.0
Bg5930Lt,M,1989-08-08,33,healthy,"Melbourne, Australia",Melbourne,Australia,Y,Y,Never,182.0,92.7,1,0,0,17.0,18.0,17.0,1,-2,0,17.0,18.0,17.0
dx5958fW,M,1990-03-17,32,healthy,"Taipei, Taiwan",Taipei,Taiwan,Y,Y,Every other day,180.0,64.8,1,0,0,31.0,32.0,31.0,1,-2,1,32.0,33.0,32.0
RI8731Da,M,1999-11-19,22,healthy,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,Y,Y,A couple of times per week,187.0,104.9,1,0,0,-1.0,0.0,-3.0,1,-2,0,-1.0,0.0,-3.0
uj4248Mn,M,2003-02-20,19,healthy,"Munich, Germany",Munich,Germany,N,N,Never,183.0,67.0,1,0,0,10.0,11.0,9.0,0,0,0,11.0,12.0,10.0
Ym5969Bv,M,1988-12-17,33,healthy,"Yaounde, Cameroon",Yaounde,Cameroon,Y,Y,Once per week,182.0,69.6,1,0,0,-3.0,-1.0,-4.0,1,-2,0,-3.0,-1.0,-4.0
Cn7002sb,M,2002-08-02,20,healthy,"Mexico City, Mexico",Mexico City,Mexico,Y,Y,Once per week,172.0,71.0,1,0,0,23.0,24.0,22.0,1,-2,0,23.0,24.0,22.0
Gf9719qY,M,1991-09-27,30,healthy,"Busan, South Korea",Busan,South Korea,Y,Y,A couple of times per week,174.0,75.7,1,0,0,-1.0,3.0,1.0,1,-2,0,-1.0,3.0,1.0
AA9648Fm,M,1997-07-05,25,healthy,"Karachi, Pakistan",Karachi,Pakistan,Y,Y,A couple of times per week,174.0,63.6,1,0,0,10.0,11.0,8.0,1,-2,0,10.0,11.0,8.0
UF4282RQ,M,2003-08-21,18,healthy,"Dublin, Ireland",Dublin,Ireland,Y,Y,Never,171.0,58.5,1,0,0,0.0,4.0,1.0,1,-2,0,0.0,4.0,1.0
BM2788Bd,M,2005-03-28,17,healthy,"Alexandria, Egypt",Alexandria,Egypt,N,Y,A couple of times per week,183.0,70.3,1,0,0,14.0,18.0,16.0,0,-2,0,13.0,17.0,15.0
eW4999Kw,M,1982-09-02,39,healthy,"Copenhagen, Denmark",Copenhagen,Denmark,N,Y,Never,178.0,66.5,1,0,0,13.0,17.0,14.0,0,-2,0,12.0,16.0,13.0
TU0004Ni,M,2005-05-22,17,healthy,"Abidjan, Ivory Coast",Abidjan,Ivory Coast,Y,Y,Once per week,196.0,115.2,1,0,0,1.0,5.0,3.0,1,-2,0,1.0,5.0,3.0
Tl5207Ns,M,1982-09-22,39,healthy,"Brussels, Belgium",Brussels,Belgium,N,Y,Every day,178.0,60.2,1,0,0,23.0,26.0,23.0,0,-2,1,23.0,26.0,23.0
zU7445JO,M,2002-01-04,20,healthy,"Kumasi, Ghana",Kumasi,Ghana,N,N,Every other day,177.0,72.1,1,0,0,11.0,13.0,12.0,0,0,1,13.0,15.0,14.0
dB4359vm,M,1994-03-27,28,healthy,"Rio de Janeiro, Brazil",Rio de Janeiro,Brazil,N,Y,A couple of times per week,182.0,89.4,1,0,0,22.0,23.0,22.0,0,-2,0,21.0,22.0,21.0
qB4387gS,M,2002-10-13,19,healthy,"Kolkata, India",Kolkata,India,Y,Y,A couple of times per week,175.0,82.7,1,0,0,22.0,24.0,21.0,1,-2,0,22.0,24.0,21.0
li2251hM,M,1993-06-12,29,healthy,"Baghdad, Iraq",Baghdad,Iraq,N,Y,A couple of times per week,178.0,66.5,1,0,0,32.0,33.0,30.0,0,-2,0,31.0,32.0,29.0
ct8999wj,M,1998-08-21,23,healthy,"Shanghai, China",Shanghai,China,N,N,Every other day,181.0,88.5,1,0,0,17.0,20.0,19.0,0,0,1,19.0,22.0,21.0
EC8571wR,M,1993-05-02,29,healthy,"Sydney, Australia",Sydney,Australia,N,Y,Once per week,180.0,61.6,1,0,0,20.0,22.0,19.0,0,-2,0,19.0,21.0,18.0
hD0376Fv,M,1998-07-01,24,healthy,"London, United Kingdom",London,United Kingdom,Y,Y,Every other day,183.0,63.6,1,0,0,26.0,29.0,26.0,1,-2,1,27.0,30.0,27.0
Af0693uR,M,1986-09-08,35,healthy,"Heraklion, Greece",Heraklion,Greece,Y,N,A couple of times per week,181.0,72.1,1,0,0,2.0,4.0,3.0,1,0,0,4.0,6.0,5.0
du2285Qc,M,2000-03-29,22,healthy,"Kumasi, Ghana",Kumasi,Ghana,Y,Y,1 or 2 times per month,181.0,78.6,1,0,0,8.0,10.0,8.0,1,-2,0,8.0,10.0,8.0
Te7805GX,M,1991-12-19,30,healthy,"Frankfurt, Germany",Frankfurt,Germany,Y,N,Every other day,177.0,78.3,1,0,0,15.0,18.0,17.0,1,0,1,18.0,21.0,20.0
MP0179Nm,M,1991-08-28,30,healthy,"Copenhagen, Denmark",Copenhagen,Denmark,Y,Y,A couple of times per week,175.0,61.2,1,0,0,34.0,37.0,35.0,1,-2,0,34.0,37.0,35.0
tS3735cs,M,1988-05-17,34,healthy,"Antananarivo, Madagascar",Antananarivo,Madagascar,Y,Y,Once per week,182.0,96.1,1,0,0,33.0,36.0,33.0,1,-2,0,33.0,36.0,33.0
im9369Hv,M,1995-04-04,27,healthy,"Jeddah, Saudi Arabia",Jeddah,Saudi Arabia,Y,N,Every other day,177.0,72.1,1,0,0,11.0,12.0,11.0,1,0,1,14.0,15.0,14.0
St9221UU,M,1995-05-24,27,healthy,"Hanoi, Vietnam",Hanoi,Vietnam,Y,Y,1 or 2 times per month,181.0,72.1,1,0,0,-1.0,2.0,0.0,1,-2,0,-1.0,2.0,0.0
or4181Ds,M,2003-01-04,19,healthy,"Bengaluru, India",Bengaluru,India,Y,Y,Every other day,157.0,71.5,1,0,0,18.0,21.0,19.0,1,-2,1,19.0,22.0,20.0
in4560nJ,M,1984-05-22,38,healthy,"Cancun, Mexico",Cancun,Mexico,Y,Y,A couple of times per week,183.0,80.4,1,0,0,6.0,7.0,5.0,1,-2,0,6.0,7.0,5.0
FD8486rS,M,2005-02-13,17,healthy,"Lubumbashi, Republic of the Congo",Lubumbashi,Republic of the Congo,N,Y,A couple of times per week,185.0,95.8,1,0,0,3.0,7.0,6.0,0,-2,0,2.0,6.0,5.0
XR5334fg,M,1994-04-11,28,healthy,"Conakry, Guinea",Conakry,Guinea,N,Y,Once per week,174.0,57.5,1,0,0,22.0,26.0,23.0,0,-2,0,21.0,25.0,22.0
Hb1429rF,M,2001-04-23,21,healthy,"Singapore, Singapore",Singapore,Singapore,N,Y,A couple of times per week,174.0,66.6,1,0,0,33.0,36.0,33.0,0,-2,0,32.0,35.0,32.0
tW6949Pa,M,1985-03-23,37,healthy,"Las Vegas, United States",Las Vegas,United States,Y,Y,Every day,177.0,72.1,1,0,0,20.0,22.0,19.0,1,-2,1,21.0,23.0,20.0
ow6085NK,M,1990-09-04,31,healthy,"Christchurch, New Zealand",Christchurch,New Zealand,Y,N,Once per week,180.0,64.8,1,0,0,10.0,14.0,12.0,1,0,0,12.0,16.0,14.0
jQ6435yP,M,1992-09-29,29,healthy,"Melbourne, Australia",Melbourne,Australia,N,Y,Every other day,167.0,58.6,1,0,0,14.0,18.0,15.0,0,-2,1,14.0,18.0,15.0
em3246DL,M,1986-02-11,36,healthy,"Addis Ababa, Ethiopia",Addis Ababa,Ethiopia,Y,Y,A couple of times per week,177.0,87.7,1,0,0,30.0,32.0,29.0,1,-2,0,30.0,32.0,29.0
Ec3385NW,M,1989-12-02,32,healthy,"Jakarta, Indonesia",Jakarta,Indonesia,N,Y,Never,180.0,74.5,1,0,0,25.0,28.0,25.0,0,-2,0,24.0,27.0,24.0
fc6108Nb,M,1992-04-05,30,healthy,"Nice, France",Nice,France,Y,N,Every other day,175.0,64.3,1,0,0,34.0,37.0,34.0,1,0,1,37.0,40.0,37.0
eu4364OQ,M,1984-12-31,37,healthy,"Orlando, United States",Orlando,United States,Y,Y,Once per week,185.0,75.3,1,0,0,21.0,23.0,21.0,1,-2,0,21.0,23.0,21.0
iK0108bh,M,1991-11-22,30,healthy,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,N,N,A couple of times per week,176.0,68.1,1,0,0,34.0,35.0,34.0,0,0,0,35.0,36.0,35.0
OB3345NI,M,1999-09-25,22,healthy,"La Paz, Bolivia",La Paz,Bolivia,N,N,Every other day,182.0,72.9,1,0,0,15.0,19.0,18.0,0,0,1,17.0,21.0,20.0
AB0093QW,M,1990-08-06,32,healthy,"Mexico City, Mexico",Mexico City,Mexico,Y,Y,Once per week,178.0,66.5,1,0,0,12.0,13.0,12.0,1,-2,0,12.0,13.0,12.0
Ub5758WR,M,2000-10-31,21,healthy,"Giza, Egypt",Giza,Egypt,Y,Y,Every other day,182.0,89.4,1,0,0,0.0,1.0,-2.0,1,-2,1,1.0,2.0,-1.0
Qh3879HQ,M,1990-10-30,31,healthy,"Kumasi, Ghana",Kumasi,Ghana,N,Y,Every day,186.0,79.6,1,0,0,-3.0,1.0,-1.0,0,-2,1,-3.0,1.0,-1.0
Ga7508Tb,M,2001-11-07,20,healthy,"Los Angeles, United States",Los Angeles,United States,N,Y,Once per week,179.0,73.7,1,0,0,0.0,4.0,3.0,0,-2,0,-1.0,3.0,2.0
Tp8635Ux,M,1999-05-17,23,healthy,"Durban, South Africa",Durban,South Africa,N,Y,Every other day,182.0,66.2,1,0,0,16.0,18.0,17.0,0,-2,1,16.0,18.0,17.0
Tf4826nW,M,1996-05-15,26,healthy,"Cancun, Mexico",Cancun,Mexico,Y,N,Every other day,184.0,67.7,1,0,0,26.0,29.0,28.0,1,0,1,29.0,32.0,31.0
oV2065Pw,M,1994-09-15,27,healthy,"Santiago, Chile",Santiago,Chile,N,Y,A couple of times per week,179.0,83.3,1,0,0,6.0,9.0,7.0,0,-2,0,5.0,8.0,6.0
Zf6820DZ,M,1993-07-21,29,healthy,"El Calafate, Argentina",El Calafate,Argentina,N,Y,Every other day,168.0,56.4,1,0,0,31.0,33.0,31.0,0,-2,1,31.0,33.0,31.0
ZR5930FX,M,2001-06-05,21,healthy,"Saint Petersburg, Russia",Saint Petersburg,Russia,N,N,Once per week,182.0,62.9,1,0,0,27.0,28.0,26.0,0,0,0,28.0,29.0,27.0
DA7094Cy,M,1983-06-13,39,healthy,"San Francisco, United States",San Francisco,United States,Y,N,Every day,181.0,72.1,1,0,0,17.0,18.0,15.0,1,0,1,20.0,21.0,18.0
WO4692zi,M,2003-01-04,19,healthy,"Osaka, Japan",Osaka,Japan,Y,Y,1 or 2 times per month,163.0,63.8,1,0,0,6.0,9.0,6.0,1,-2,0,6.0,9.0,6.0
ou7956PZ,M,1994-08-16,27,healthy,"Kyoto, Japan",Kyoto,Japan,N,Y,A couple of times per week,179.0,70.5,1,0,0,7.0,8.0,5.0,0,-2,0,6.0,7.0,4.0
QR6760Zu,M,1997-03-22,25,healthy,"Sydney, Australia",Sydney,Australia,N,N,Every other day,205.0,130.3,1,0,0,11.0,12.0,9.0,0,0,1,13.0,14.0,11.0
vc5275kf,M,1989-03-02,33,healthy,"Cuenca, Ecuador",Cuenca,Ecuador,Y,Y,Once per week,180.0,71.3,1,0,0,11.0,12.0,10.0,1,-2,0,11.0,12.0,10.0
JZ7955mN,M,1994-05-29,28,healthy,"Lisbon, Portugal",Lisbon,Portugal,N,N,A couple of times per week,182.0,72.9,1,0,0,9.0,10.0,7.0,0,0,0,10.0,11.0,8.0
xC3898cs,M,2001-02-26,21,healthy,"Moscow, Russia",Moscow,Russia,Y,N,A couple of times per week,178.0,79.2,1,0,0,15.0,19.0,17.0,1,0,0,17.0,21.0,19.0
UA0516go,M,1985-10-14,36,healthy,"Yaounde, Cameroon",Yaounde,Cameroon,Y,Y,Every other day,179.0,64.1,1,0,0,22.0,24.0,22.0,1,-2,1,23.0,25.0,23.0
pp7187Jz,M,1986-08-30,35,healthy,"Rio de Janeiro, Brazil",Rio de Janeiro,Brazil,Y,Y,Once per week,183.0,67.0,1,0,0,14.0,15.0,14.0,1,-2,0,14.0,15.0,14.0
OE9078Pk,M,1992-01-28,30,healthy,"Madrid, Spain",Madrid,Spain,Y,Y,A couple of times per week,179.0,86.5,1,0,0,11.0,15.0,12.0,1,-2,0,11.0,15.0,12.0
uj2531Fh,M,1993-02-21,29,healthy,"Guayaquil, Ecuador",Guayaquil,Ecuador,N,N,A couple of times per week,177.0,68.9,1,0,0,24.0,25.0,22.0,0,0,0,25.0,26.0,23.0
Zc4873Hm,M,1992-11-20,29,healthy,"Brussels, Belgium",Brussels,Belgium,N,Y,Once per week,178.0,107.7,1,0,0,22.0,23.0,20.0,0,-2,0,21.0,22.0,19.0
YJ7249UC,M,1985-03-06,37,healthy,"Madrid, Spain",Madrid,Spain,N,N,Every other day,177.0,59.5,1,0,0,31.0,34.0,33.0,0,0,1,33.0,36.0,35.0
aj4286TP,M,1988-07-31,34,healthy,"Taipei, Taiwan",Taipei,Taiwan,Y,N,Every other day,184.0,71.1,1,0,0,22.0,23.0,21.0,1,0,1,25.0,26.0,24.0
Ks1613TT,M,2003-08-17,18,healthy,"Chattogram, Bangladesh",Chattogram,Bangladesh,Y,Y,A couple of times per week,186.0,110.7,1,0,0,12.0,15.0,13.0,1,-2,0,12.0,15.0,13.0
ja6758CE,M,2006-02-26,16,healthy,"Aleppo, Syria",Aleppo,Syria,Y,N,Every day,186.0,76.1,1,0,0,7.0,11.0,9.0,1,0,1,10.0,14.0,12.0
By1398gv,M,2006-11-03,15,healthy,"Darwin, Australia",Darwin,Australia,Y,Y,A couple of times per week,179.0,64.1,1,0,0,5.0,9.0,8.0,1,-2,0,5.0,9.0,8.0
GC9985jK,M,1986-08-27,35,healthy,"Stockholm, Sweden",Stockholm,Sweden,Y,Y,Once per week,185.0,82.1,1,0,0,28.0,30.0,29.0,1,-2,0,28.0,30.0,29.0
ib0463Lb,M,2001-11-05,20,healthy,"Frankfurt, Germany",Frankfurt,Germany,Y,Y,Every other day,167.0,66.9,1,0,0,6.0,9.0,7.0,1,-2,1,7.0,10.0,8.0
Ss5761rj,M,1984-12-05,37,healthy,"Chennai, India",Chennai,India,Y,Y,Once per week,179.0,57.7,1,0,0,12.0,15.0,14.0,1,-2,0,12.0,15.0,14.0
RF8874ni,M,1990-09-19,31,healthy,"Saint Petersburg, Russia",Saint Petersburg,Russia,Y,Y,Every day,181.0,72.1,1,0,0,5.0,6.0,5.0,1,-2,1,6.0,7.0,6.0
qF7331Vf,M,1992-11-22,29,underweight,"Johannesburg, South Africa",Johannesburg,South Africa,N,Y,Every day,182.0,59.6,1,0,-1,13.0,14.0,11.0,0,-2,1,12.0,13.0,10.0
YA0204Ax,M,2005-03-01,17,healthy,"Sydney, Australia",Sydney,Australia,Y,Y,Once per week,160.0,53.8,1,0,0,3.0,5.0,4.0,1,-2,0,3.0,5.0,4.0
bS4830YD,M,2003-01-26,19,healthy,"Mexico City, Mexico",Mexico City,Mexico,N,Y,A couple of times per week,183.0,93.8,1,0,0,22.0,23.0,20.0,0,-2,0,21.0,22.0,19.0
dc3129uc,M,1989-06-03,33,healthy,"Giza, Egypt",Giza,Egypt,N,Y,1 or 2 times per month,184.0,71.1,1,0,0,28.0,31.0,29.0,0,-2,0,27.0,30.0,28.0
qB9920TM,M,2001-04-06,21,healthy,"Mogadishu, Somalia",Mogadishu,Somalia,N,N,Every other day,174.0,81.7,1,0,0,11.0,12.0,10.0,0,0,1,13.0,14.0,12.0
OP4591Ob,M,1999-02-13,23,healthy,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,N,N,A couple of times per week,184.0,108.3,1,0,0,33.0,37.0,34.0,0,0,0,34.0,38.0,35.0
Xu3402Gb,M,1991-01-02,31,healthy,"Arequipa, Peru",Arequipa,Peru,Y,Y,Never,177.0,78.3,1,0,0,32.0,35.0,33.0,1,-2,0,32.0,35.0,33.0
sK5985Tj,M,1994-02-13,28,healthy,"Salta, Argentina",Salta,Argentina,Y,N,Once per week,181.0,81.9,1,0,0,0.0,1.0,-1.0,1,0,0,2.0,3.0,1.0
pI7189PT,M,1983-04-30,39,healthy,"Busan, South Korea",Busan,South Korea,N,Y,A couple of times per week,179.0,60.9,1,0,0,19.0,20.0,18.0,0,-2,0,18.0,19.0,17.0
BM7077dE,M,2001-11-22,20,healthy,"Orlando, United States",Orlando,United States,Y,Y,A couple of times per week,182.0,69.6,1,0,0,32.0,34.0,33.0,1,-2,0,32.0,34.0,33.0
EK2892wq,M,2003-09-21,18,healthy,"Brazzaville, DR Congo",Brazzaville,DR Congo,Y,N,1 or 2 times per month,184.0,67.7,1,0,0,12.0,16.0,13.0,1,0,0,14.0,18.0,15.0
GY8609zp,M,1988-05-24,34,healthy,"San Francisco, United States",San Francisco,United States,Y,Y,Every other day,164.0,56.5,1,0,0,4.0,6.0,5.0,1,-2,1,5.0,7.0,6.0
Dh6779dZ,M,1999-03-20,23,healthy,"Vienna, Austria",Vienna,Austria,Y,Y,A couple of times per week,175.0,73.5,1,0,0,3.0,6.0,3.0,1,-2,0,3.0,6.0,3.0
CL8619wC,M,2002-08-29,19,healthy,"Kumasi, Ghana",Kumasi,Ghana,N,N,A couple of times per week,184.0,71.1,1,0,0,22.0,26.0,25.0,0,0,0,23.0,27.0,26.0
Yc8122DE,M,2001-05-31,21,healthy,"Jakarta, Indonesia",Jakarta,Indonesia,Y,N,Every day,187.0,76.9,1,0,0,27.0,28.0,26.0,1,0,1,30.0,31.0,29.0
YH9727YV,M,2001-04-14,21,healthy,"Brazzaville, DR Congo",Brazzaville,DR Congo,N,Y,A couple of times per week,181.0,78.6,1,0,0,11.0,15.0,14.0,0,-2,0,10.0,14.0,13.0
Yr3166OR,M,1985-09-21,36,healthy,"Georgetown, Guyana",Georgetown,Guyana,Y,Y,Every other day,184.0,64.3,1,0,0,8.0,9.0,6.0,1,-2,1,9.0,10.0,7.0
Ls9400FB,M,1991-06-24,31,healthy,"Otavalo, Ecuador",Otavalo,Ecuador,Y,N,Once per week,177.0,65.8,1,0,0,26.0,30.0,28.0,1,0,0,28.0,32.0,30.0
Zg6378kW,M,2000-10-30,21,healthy,"Kyoto, Japan",Kyoto,Japan,N,N,Every day,179.0,57.7,1,0,0,5.0,9.0,6.0,0,0,1,7.0,11.0,8.0
Tw4702zN,M,2003-12-15,18,healthy,"Amsterdam, Netherlands",Amsterdam,Netherlands,Y,Y,A couple of times per week,182.0,69.6,1,0,0,33.0,37.0,34.0,1,-2,0,33.0,37.0,34.0
TW4115pS,M,1983-09-01,38,healthy,"Lagos, Nigeria",Lagos,Nigeria,Y,N,Every other day,181.0,95.0,1,0,0,17.0,20.0,18.0,1,0,1,20.0,23.0,21.0
NB0472Wh,M,1993-04-16,29,healthy,"Salta, Argentina",Salta,Argentina,N,Y,Once per week,186.0,76.1,1,0,0,11.0,14.0,11.0,0,-2,0,10.0,13.0,10.0
Vk8587zp,M,1999-06-08,23,healthy,"Lisbon, Portugal",Lisbon,Portugal,Y,N,Never,183.0,80.4,1,0,0,11.0,15.0,12.0,1,0,0,13.0,17.0,14.0
DM0326cJ,M,1997-09-19,24,healthy,"Rabat, Morocco",Rabat,Morocco,N,Y,Every other day,183.0,73.7,1,0,0,6.0,10.0,7.0,0,-2,1,6.0,10.0,7.0
qx0817ie,M,2003-04-10,19,healthy,"Vienna, Austria",Vienna,Austria,N,Y,A couple of times per week,168.0,64.9,1,0,0,35.0,36.0,34.0,0,-2,0,34.0,35.0,33.0
qY9002BJ,M,1991-12-02,30,healthy,"Camayenne, Guinea",Camayenne,Guinea,Y,Y,A couple of times per week,156.0,48.7,1,0,0,23.0,26.0,24.0,1,-2,0,23.0,26.0,24.0
th3854Qp,M,1998-07-05,24,healthy,"Bangkok, Thailand",Bangkok,Thailand,N,Y,A couple of times per week,169.0,68.5,1,0,0,1.0,4.0,3.0,0,-2,0,0.0,3.0,2.0
fn6360zg,M,1983-07-14,39,healthy,"Santiago, Chile",Santiago,Chile,Y,Y,Once per week,180.0,68.0,1,0,0,28.0,29.0,27.0,1,-2,0,28.0,29.0,27.0
dI5844Ub,M,2000-04-18,22,healthy,"Dar es Salaam, Tanzania",Dar es Salaam,Tanzania,Y,Y,Every day,179.0,60.9,1,0,0,32.0,34.0,33.0,1,-2,1,33.0,35.0,34.0
VZ0351js,M,1995-03-09,27,healthy,"Orlando, United States",Orlando,United States,N,Y,Once per week,176.0,74.3,1,0,0,33.0,36.0,35.0,0,-2,0,32.0,35.0,34.0
ei1260Oa,M,2004-08-02,18,healthy,"Auckland, New Zealand",Auckland,New Zealand,Y,Y,Every other day,177.0,59.5,1,0,0,6.0,7.0,5.0,1,-2,1,7.0,8.0,6.0
Dz5470xB,M,1996-05-15,26,healthy,"Kabul, Afghanistan",Kabul,Afghanistan,N,Y,A couple of times per week,179.0,73.7,1,0,0,35.0,36.0,35.0,0,-2,0,34.0,35.0,34.0
up1521qe,M,1983-12-13,38,healthy,"Christchurch, New Zealand",Christchurch,New Zealand,N,N,Every other day,182.0,62.9,1,0,0,21.0,25.0,23.0,0,0,1,23.0,27.0,25.0
hi1360kr,M,1994-06-07,28,healthy,"Kaduna, Nigeria",Kaduna,Nigeria,Y,Y,A couple of times per week,184.0,77.9,1,0,0,10.0,12.0,10.0,1,-2,0,10.0,12.0,10.0
RB2253sy,M,1991-07-29,31,healthy,"Melbourne, Australia",Melbourne,Australia,Y,Y,A couple of times per week,185.0,75.3,1,0,0,7.0,10.0,8.0,1,-2,0,7.0,10.0,8.0
kN8272KS,M,1986-09-22,35,underweight,"Kyoto, Japan",Kyoto,Japan,N,Y,Every other day,167.0,36.3,1,0,-1,18.0,20.0,17.0,0,-2,1,17.0,19.0,16.0
Pv7516sy,M,1994-05-05,28,healthy,"Bamako, Mali",Bamako,Mali,Y,N,A couple of times per week,181.0,72.1,1,0,0,2.0,6.0,4.0,1,0,0,4.0,8.0,6.0
oD6663XA,M,1994-04-30,28,healthy,"Prague, Czech Republic",Prague,Czech Republic,N,N,Every other day,174.0,57.5,1,0,0,33.0,35.0,34.0,0,0,1,35.0,37.0,36.0
jR1503uo,M,1997-12-29,24,healthy,"Vancouver, Canada",Vancouver,Canada,Y,Y,Every day,179.0,60.9,1,0,0,-1.0,3.0,1.0,1,-2,1,0.0,4.0,2.0
lf2414pG,M,2000-02-21,22,healthy,"Durban, South Africa",Durban,South Africa,Y,N,A couple of times per week,181.0,65.5,1,0,0,22.0,23.0,21.0,1,0,0,24.0,25.0,23.0
gM7431SD,M,1985-10-17,36,healthy,"Bengaluru, India",Bengaluru,India,N,N,Once per week,180.0,74.5,1,0,0,11.0,14.0,12.0,0,0,0,12.0,15.0,13.0
Jg2017yA,M,1984-09-04,37,healthy,"Giza, Egypt",Giza,Egypt,Y,Y,Every other day,182.0,79.5,1,0,0,13.0,15.0,13.0,1,-2,1,14.0,16.0,14.0
kb5068ZJ,M,1992-02-22,30,healthy,"Bamako, Mali",Bamako,Mali,N,Y,Once per week,175.0,61.2,1,0,0,26.0,27.0,26.0,0,-2,0,25.0,26.0,25.0
Lh8403nq,M,1992-11-17,29,healthy,"Perth, Australia",Perth,Australia,N,Y,A couple of times per week,175.0,73.5,1,0,0,11.0,13.0,12.0,0,-2,0,10.0,12.0,11.0
ZN7766Cm,M,1999-05-22,23,healthy,"Nice, France",Nice,France,Y,Y,Every other day,184.0,81.3,1,0,0,13.0,17.0,14.0,1,-2,1,14.0,18.0,15.0
uy6361SS,M,1986-03-28,36,healthy,"Nice, France",Nice,France,Y,Y,A couple of times per week,184.0,71.1,1,0,0,34.0,37.0,35.0,1,-2,0,34.0,37.0,35.0
Yb9829iL,M,2002-12-21,19,healthy,"Prague, Czech Republic",Prague,Czech Republic,Y,Y,Every other day,184.0,88.0,1,0,0,2.0,4.0,1.0,1,-2,1,3.0,5.0,2.0
Ms7189cp,M,2003-08-05,19,healthy,"Salta, Argentina",Salta,Argentina,N,N,Once per week,175.0,58.2,1,0,0,14.0,16.0,14.0,0,0,0,15.0,17.0,15.0
GU9418Rz,M,1999-12-04,22,healthy,"Beijing, China",Beijing,China,N,N,A couple of times per week,171.0,55.6,1,0,0,20.0,24.0,21.0,0,0,0,21.0,25.0,22.0
Qu7816iR,M,2006-11-29,15,healthy,"Yokohama, Japan",Yokohama,Japan,Y,Y,Once per week,180.0,74.5,1,0,0,21.0,22.0,19.0,1,-2,0,21.0,22.0,19.0
Rc9762FM,M,1991-01-07,31,healthy,"Lisbon, Portugal",Lisbon,Portugal,Y,Y,Every other day,181.0,62.2,1,0,0,8.0,11.0,9.0,1,-2,1,9.0,12.0,10.0
jN1242IM,M,2005-12-07,16,healthy,"Delhi, India",Delhi,India,Y,N,Every day,182.0,92.7,1,0,0,21.0,24.0,23.0,1,0,1,24.0,27.0,26.0
fv3174EP,M,1982-09-09,39,healthy,"La Paz, Bolivia",La Paz,Bolivia,Y,Y,A couple of times per week,184.0,84.6,1,0,0,26.0,27.0,25.0,1,-2,0,26.0,27.0,25.0
XK7181Nx,M,1992-04-20,30,healthy,"Soweto, South Africa",Soweto,South Africa,N,Y,Every other day,181.0,68.8,1,0,0,0.0,1.0,-2.0,0,-2,1,0.0,1.0,-2.0
