user,gender,dob,age,bmi,currentlocation,currentcity,currentcountry,sweats,coldhf,exercise,genscore,height_cm,weight_kg,agescore,bmiscore,sweatscore,coldhfscore,exercisescore,dob.1,height_cm.1,weight_kg.1
vN3461Sv,F,1956-07-08,66,healthy,"Phnom Penh, Cambodia",Phnom Penh,Cambodia,N,Y,Never,-2,172.0,62.1,-1,0,0,-2,0,1956-07-08,172.0,62.1
nM7597Pw,F,1947-08-20,74,healthy,"Dhaka, Bangladesh",Dhaka,Bangladesh,N,Y,Never,-2,174.0,72.7,-2,0,0,-2,0,1947-08-20,174.0,72.7
wE3214aU,F,1952-03-23,70,healthy,"Barcelona, Spain",Barcelona,Spain,N,Y,1 or 2 times per month,-2,175.0,76.6,-2,0,0,-2,0,1952-03-23,175.0,76.6
Du5794SX,F,1948-12-21,73,healthy,"Canberra, Australia",Canberra,Australia,N,Y,1 or 2 times per month,-2,173.0,65.8,-2,0,0,-2,0,1948-12-21,173.0,65.8
bV3122Es,F,1956-12-29,65,healthy,"Antalya, Turkey",Antalya,Turkey,N,Y,Never,-2,172.0,68.0,-1,0,0,-2,0,1956-12-29,172.0,68.0
jC3057hh,F,1956-03-22,66,healthy,"Ho Chi Minh City, Vietnam",Ho Chi Minh City,Vietnam,N,Y,1 or 2 times per month,-2,175.0,91.9,-1,0,0,-2,0,1956-03-22,175.0,91.9
TE2975oS,F,1957-06-02,65,healthy,"Rabat, Morocco",Rabat,Morocco,N,N,Never,-2,164.0,75.3,-1,0,0,0,0,1957-06-02,164.0,75.3
gO2074DN,F,1952-09-18,69,healthy,"Antananarivo, Madagascar",Antananarivo,Madagascar,N,Y,Never,-2,168.0,67.7,-1,0,0,-2,0,1952-09-18,168.0,67.7
HD1756TW,F,1950-04-16,72,healthy,"Cuenca, Ecuador",Cuenca,Ecuador,N,Y,1 or 2 times per month,-2,169.0,54.3,-2,0,0,-2,0,1950-04-16,169.0,54.3
CB4153Lc,F,1954-08-23,67,healthy,"Dar es Salaam, Tanzania",Dar es Salaam,Tanzania,N,Y,Never,-2,162.0,49.9,-1,0,0,-2,0,1954-08-23,162.0,49.9
Rx1884XE,F,1948-11-23,73,healthy,"Durban, South Africa",Durban,South Africa,N,Y,Never,-2,171.0,73.1,-2,0,0,-2,0,1948-11-23,171.0,73.1
GN3376PG,F,1947-11-22,74,healthy,"Kabul, Afghanistan",Kabul,Afghanistan,Y,Y,Never,-2,171.0,70.2,-2,0,1,-2,0,1947-11-22,171.0,70.2
gb4165cO,F,1947-11-05,74,healthy,"Baghdad, Iraq",Baghdad,Iraq,N,Y,Never,-2,171.0,70.2,-2,0,0,-2,0,1947-11-05,171.0,70.2
cj7155tX,F,1955-07-03,67,healthy,"Seoul, South Korea",Seoul,South Korea,N,N,Never,-2,165.0,84.4,-1,0,0,0,0,1955-07-03,165.0,84.4
Pi0403Re,F,1952-08-04,70,healthy,"Venice, Italy",Venice,Italy,N,Y,Never,-2,175.0,82.7,-2,0,0,-2,0,1952-08-04,175.0,82.7
Cx9043ap,F,1947-10-02,74,healthy,"Luanda, Angola",Luanda,Angola,N,Y,Never,-2,167.0,55.8,-2,0,0,-2,0,1947-10-02,167.0,55.8
hu7104Ou,F,1955-05-09,67,healthy,"Frankfurt, Germany",Frankfurt,Germany,N,N,Never,-2,164.0,64.6,-1,0,0,0,0,1955-05-09,164.0,64.6
Oo9435dl,F,1950-03-07,72,healthy,"Punta Arenas, Chile",Punta Arenas,Chile,N,Y,1 or 2 times per month,-2,166.0,52.4,-2,0,0,-2,0,1950-03-07,166.0,52.4
is8235hL,F,1955-02-28,67,healthy,"Brisbane, Australia",Brisbane,Australia,N,Y,1 or 2 times per month,-2,173.0,62.9,-1,0,0,-2,0,1955-02-28,173.0,62.9
Rn8776GK,F,1957-04-12,65,healthy,"Istanbul, Turkey",Istanbul,Turkey,N,Y,1 or 2 times per month,-2,170.0,80.9,-1,0,0,-2,0,1957-04-12,170.0,80.9
vp8694Mz,F,1952-12-14,69,healthy,"Cape Town, South Africa",Cape Town,South Africa,Y,Y,Never,-2,171.0,64.3,-1,0,1,-2,0,1952-12-14,171.0,64.3
gU2707eA,F,1948-12-09,73,healthy,"Hong Kong, Hong Kong",Hong Kong,Hong Kong,Y,Y,1 or 2 times per month,-2,164.0,51.1,-2,0,1,-2,0,1948-12-09,164.0,51.1
TZ6828JK,F,1948-03-26,74,healthy,"Copenhagen, Denmark",Copenhagen,Denmark,Y,N,Never,-2,167.0,69.7,-2,0,1,0,0,1948-03-26,167.0,69.7
xh2364iY,F,1956-08-16,65,healthy,"Yokohama, Japan",Yokohama,Japan,N,Y,1 or 2 times per month,-2,167.0,53.0,-1,0,0,-2,0,1956-08-16,167.0,53.0
gw2648DV,F,1957-01-23,65,healthy,"Pretoria, South Africa",Pretoria,South Africa,N,N,Never,-2,169.0,54.3,-1,0,0,0,0,1957-01-23,169.0,54.3
YR5570Aj,F,1954-07-12,68,healthy,"Cuenca, Ecuador",Cuenca,Ecuador,N,Y,Never,-2,172.0,62.1,-1,0,0,-2,0,1954-07-12,172.0,62.1
KG3056ZT,F,1952-04-03,70,healthy,"Baghdad, Iraq",Baghdad,Iraq,Y,Y,Never,-2,156.0,56.0,-2,0,1,-2,0,1952-04-03,156.0,56.0
VS1368pv,F,1951-09-07,70,healthy,"Cartagena, Colombia",Cartagena,Colombia,N,Y,Never,-2,173.0,56.9,-2,0,0,-2,0,1951-09-07,173.0,56.9
kC1549bw,F,1951-07-31,71,healthy,"Barcelona, Spain",Barcelona,Spain,N,Y,Never,-2,167.0,86.5,-2,0,0,-2,0,1951-07-31,167.0,86.5
LA6797Pu,F,1949-10-13,72,healthy,"Hong Kong, Hong Kong",Hong Kong,Hong Kong,N,Y,1 or 2 times per month,-2,173.0,71.8,-2,0,0,-2,0,1949-10-13,173.0,71.8
xi7587cU,F,1951-12-10,70,healthy,"Arequipa, Peru",Arequipa,Peru,N,Y,Never,-2,169.0,54.3,-2,0,0,-2,0,1951-12-10,169.0,54.3
bc2639kb,F,1957-06-29,65,healthy,"Hong Kong, Hong Kong",Hong Kong,Hong Kong,N,Y,1 or 2 times per month,-2,173.0,59.9,-1,0,0,-2,0,1957-06-29,173.0,59.9
Af6571pL,F,1949-08-04,73,healthy,"London, United Kingdom",London,United Kingdom,Y,N,Never,-2,167.0,83.7,-2,0,1,0,0,1949-08-04,167.0,83.7
YN3699Pg,F,1953-04-19,69,healthy,"Hyderabad, India",Hyderabad,India,N,Y,Never,-2,169.0,85.7,-1,0,0,-2,0,1953-04-19,169.0,85.7
Wv2575GY,F,1948-02-22,74,healthy,"Tehran, Iran",Tehran,Iran,N,Y,Never,-2,174.0,57.5,-2,0,0,-2,0,1948-02-22,174.0,57.5
HO9464yL,F,1950-09-25,71,healthy,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia,N,Y,Never,-2,159.0,50.6,-2,0,0,-2,0,1950-09-25,159.0,50.6
rt5568Nh,F,1957-07-29,65,healthy,"Cancun, Mexico",Cancun,Mexico,Y,Y,Never,-2,161.0,51.8,-1,0,1,-2,0,1957-07-29,161.0,51.8
tJ6546lR,F,1948-02-29,74,healthy,"Georgetown, Guyana",Georgetown,Guyana,N,Y,Never,-2,167.0,64.1,-2,0,0,-2,0,1948-02-29,167.0,64.1
nP7365fe,F,1950-04-29,72,healthy,"Warsaw, Poland",Warsaw,Poland,N,Y,Never,-2,170.0,60.7,-2,0,0,-2,0,1950-04-29,170.0,60.7
Mw4486CR,F,1954-03-05,68,healthy,"Ushuaia, Argentina",Ushuaia,Argentina,N,N,Never,-2,173.0,74.8,-1,0,0,0,0,1954-03-05,173.0,74.8
oU0755vo,F,1947-10-26,74,healthy,"Istanbul, Turkey",Istanbul,Turkey,Y,Y,Never,-2,172.0,56.2,-2,0,1,-2,0,1947-10-26,172.0,56.2
UE7790QO,F,1950-05-27,72,healthy,"Douala, Cameroon",Douala,Cameroon,N,Y,Never,-2,153.0,49.2,-2,0,0,-2,0,1950-05-27,153.0,49.2
Vz3982Vh,F,1955-12-01,66,healthy,"Montevideo, Uruguay",Montevideo,Uruguay,N,Y,1 or 2 times per month,-2,174.0,99.9,-1,0,0,-2,0,1955-12-01,174.0,99.9
FW1370AB,F,1955-06-29,67,healthy,"Cusco, Peru",Cusco,Peru,N,Y,Never,-2,170.0,78.0,-1,0,0,-2,0,1955-06-29,170.0,78.0
NA2454Gc,F,1949-08-14,72,healthy,"Vienna, Austria",Vienna,Austria,Y,Y,1 or 2 times per month,-2,168.0,59.3,-2,0,1,-2,0,1949-08-14,168.0,59.3
Sn2658oW,F,1952-02-13,70,healthy,"Aleppo, Syria",Aleppo,Syria,Y,Y,Never,-2,170.0,83.8,-2,0,1,-2,0,1952-02-13,170.0,83.8
mN1626zr,F,1951-11-30,70,healthy,"Sydney, Australia",Sydney,Australia,N,Y,Never,-2,177.0,68.9,-2,0,0,-2,0,1951-11-30,177.0,68.9
ts0656lb,F,1957-04-09,65,healthy,"Milan, Italy",Milan,Italy,N,Y,1 or 2 times per month,-2,166.0,66.1,-1,0,0,-2,0,1957-04-09,166.0,66.1
Po7477RP,F,1948-11-09,73,healthy,"Cancun, Mexico",Cancun,Mexico,N,N,Never,-2,170.0,63.6,-2,0,0,0,0,1948-11-09,170.0,63.6
hR7009xc,F,1955-12-08,66,healthy,"New York City, United States",New York City,United States,N,Y,Never,-2,164.0,56.5,-1,0,0,-2,0,1955-12-08,164.0,56.5
Go9035EB,F,1952-01-15,70,healthy,"Lubumbashi, Republic of the Congo",Lubumbashi,Republic of the Congo,N,Y,Never,-2,170.0,66.5,-2,0,0,-2,0,1952-01-15,170.0,66.5
lA3512sR,F,1950-04-13,72,healthy,"Punta Arenas, Chile",Punta Arenas,Chile,N,Y,Never,-2,164.0,56.5,-2,0,0,-2,0,1950-04-13,164.0,56.5
en7003aP,F,1949-03-29,73,healthy,"Douala, Cameroon",Douala,Cameroon,N,Y,Never,-2,174.0,57.5,-2,0,0,-2,0,1949-03-29,174.0,57.5
Vd7777nZ,F,1957-06-29,65,healthy,"Busan, South Korea",Busan,South Korea,N,Y,1 or 2 times per month,-2,164.0,56.5,-1,0,0,-2,0,1957-06-29,164.0,56.5
dw1654AH,F,1953-08-17,68,healthy,"Lagos, Nigeria",Lagos,Nigeria,Y,N,Once per week,-2,171.0,73.1,-1,0,1,0,0,1953-08-17,171.0,73.1
UB0128Gj,F,1954-06-06,68,healthy,"Kabul, Afghanistan",Kabul,Afghanistan,N,Y,Never,-2,171.0,58.5,-1,0,0,-2,0,1954-06-06,171.0,58.5
ly5335Fa,F,1957-02-23,65,healthy,"Prague, Czech Republic",Prague,Czech Republic,N,Y,Never,-2,169.0,68.5,-1,0,0,-2,0,1957-02-23,169.0,68.5
Tm4773VS,F,1949-07-20,73,healthy,"Florence, Italy",Florence,Italy,N,Y,Never,-2,165.0,59.9,-2,0,0,-2,0,1949-07-20,165.0,59.9
HC9410xL,F,1951-02-26,71,healthy,"Giza, Egypt",Giza,Egypt,N,Y,Never,-2,174.0,66.6,-2,0,0,-2,0,1951-02-26,174.0,66.6
Gl1607GM,F,1953-05-01,69,healthy,"Nice, France",Nice,France,N,N,Never,-2,170.0,60.7,-1,0,0,0,0,1953-05-01,170.0,60.7
XD2700zT,F,1950-08-20,71,healthy,"Sydney, Australia",Sydney,Australia,N,Y,1 or 2 times per month,-2,177.0,59.5,-2,0,0,-2,0,1950-08-20,177.0,59.5
SZ6966ME,F,1950-12-16,71,healthy,"Budapest, Hungary",Budapest,Hungary,N,Y,Never,-2,170.0,66.5,-2,0,0,-2,0,1950-12-16,170.0,66.5
Ty8885VG,F,1948-08-24,73,healthy,"Paris, France",Paris,France,N,N,Never,-2,157.0,66.6,-2,0,0,0,0,1948-08-24,157.0,66.6
rr8602ni,F,1947-08-17,74,healthy,"Melbourne, Australia",Melbourne,Australia,Y,N,Never,-2,158.0,52.4,-2,0,1,0,0,1947-08-17,158.0,52.4
cP9317Ea,F,1956-10-04,65,healthy,"Ankara, Turkey",Ankara,Turkey,N,Y,Never,-2,169.0,65.7,-1,0,0,-2,0,1956-10-04,169.0,65.7
oK7897GH,F,1952-04-23,70,healthy,"Cape Town, South Africa",Cape Town,South Africa,N,Y,1 or 2 times per month,-2,164.0,56.5,-2,0,0,-2,0,1952-04-23,164.0,56.5
yI7676nU,F,1956-12-09,65,healthy,"Antananarivo, Madagascar",Antananarivo,Madagascar,N,Y,Never,-2,154.0,52.2,-1,0,0,-2,0,1956-12-09,154.0,52.2
Fr6362yo,F,1951-02-19,71,healthy,"Bangkok, Thailand",Bangkok,Thailand,Y,Y,Never,-2,167.0,78.1,-2,0,1,-2,0,1951-02-19,167.0,78.1
Wq2411zG,F,1955-07-26,67,healthy,"Damascus, Syria",Damascus,Syria,N,Y,Never,-2,167.0,53.0,-1,0,0,-2,0,1955-07-26,167.0,53.0
ai7646Ce,F,1955-02-12,67,healthy,"Amsterdam, Netherlands",Amsterdam,Netherlands,N,Y,Never,-2,169.0,54.3,-1,0,0,-2,0,1955-02-12,169.0,54.3
FJ6044qC,F,1956-05-27,66,healthy,"Prague, Czech Republic",Prague,Czech Republic,N,Y,Never,-2,156.0,51.1,-1,0,0,-2,0,1956-05-27,156.0,51.1
wP0906KX,F,1950-04-16,72,healthy,"Rabat, Morocco",Rabat,Morocco,N,Y,1 or 2 times per month,-2,173.0,65.8,-2,0,0,-2,0,1950-04-16,173.0,65.8
Xk3291uX,F,1948-06-06,74,healthy,"La Paz, Bolivia",La Paz,Bolivia,N,Y,Never,-2,172.0,85.8,-2,0,0,-2,0,1948-06-06,172.0,85.8
th8510YG,F,1948-12-16,73,healthy,"Damascus, Syria",Damascus,Syria,N,Y,Never,-2,167.0,58.6,-2,0,0,-2,0,1948-12-16,167.0,58.6
Um8262VN,F,1951-04-03,71,healthy,"Bamako, Mali",Bamako,Mali,N,Y,A couple of times per week,-2,169.0,74.3,-2,0,0,-2,0,1951-04-03,169.0,74.3
VZ3092In,F,1953-11-09,68,healthy,"Busan, South Korea",Busan,South Korea,N,N,1 or 2 times per month,-2,171.0,61.4,-1,0,0,0,0,1953-11-09,171.0,61.4
rn3008Jn,F,1951-03-11,71,healthy,"Moscow, Russia",Moscow,Russia,Y,Y,1 or 2 times per month,-2,167.0,64.1,-2,0,1,-2,0,1951-03-11,167.0,64.1
yf9404Ar,F,1952-09-28,69,healthy,"Miami, United States",Miami,United States,N,Y,1 or 2 times per month,-2,173.0,68.8,-1,0,0,-2,0,1952-09-28,173.0,68.8
Yq9392Up,F,1952-02-07,70,healthy,"Tehran, Iran",Tehran,Iran,N,N,Never,-2,169.0,94.3,-2,0,0,0,0,1952-02-07,169.0,94.3
uH1571ax,F,1948-02-12,74,healthy,"Dhaka, Bangladesh",Dhaka,Bangladesh,N,Y,1 or 2 times per month,-2,173.0,68.8,-2,0,0,-2,0,1948-02-12,173.0,68.8
TQ0617Ev,F,1957-06-14,65,healthy,"Colonia del Sacramento, Uruguay",Colonia del Sacramento,Uruguay,N,Y,1 or 2 times per month,-2,172.0,65.1,-1,0,0,-2,0,1957-06-14,172.0,65.1
Ue3373Xw,F,1955-08-25,66,healthy,"Cape Town, South Africa",Cape Town,South Africa,N,Y,1 or 2 times per month,-2,170.0,57.8,-1,0,0,-2,0,1955-08-25,170.0,57.8
Ve7998xp,F,1950-02-28,72,healthy,"Honolulu, United States",Honolulu,United States,N,N,Never,-2,174.0,66.6,-2,0,0,0,0,1950-02-28,174.0,66.6
Cu3050qH,F,1953-07-10,69,healthy,"Vancouver, Canada",Vancouver,Canada,N,Y,1 or 2 times per month,-2,169.0,60.0,-1,0,0,-2,0,1953-07-10,169.0,60.0
LX4732GN,F,1950-03-26,72,underweight,"Rhodes, Greece",Rhodes,Greece,N,N,Never,-2,165.0,49.0,-2,-1,0,0,0,1950-03-26,165.0,49.0
zM4378KN,F,1950-01-31,72,healthy,"Tehran, Iran",Tehran,Iran,N,Y,Never,-2,170.0,80.9,-2,0,0,-2,0,1950-01-31,170.0,80.9
xA7054aJ,F,1955-03-24,67,healthy,"Melbourne, Australia",Melbourne,Australia,N,Y,Never,-2,155.0,57.7,-1,0,0,-2,0,1955-03-24,155.0,57.7
lA8406Ys,F,1955-07-07,67,healthy,"Venice, Italy",Venice,Italy,Y,N,1 or 2 times per month,-2,174.0,69.6,-1,0,1,0,0,1955-07-07,174.0,69.6
Oa6755QY,F,1953-04-18,69,healthy,"Mexico City, Mexico",Mexico City,Mexico,Y,N,Never,-2,169.0,68.5,-1,0,1,0,0,1953-04-18,169.0,68.5
ne0595kM,F,1950-01-28,72,healthy,"Los Angeles, United States",Los Angeles,United States,Y,Y,Never,-2,170.0,57.8,-2,0,1,-2,0,1950-01-28,170.0,57.8
Hg7744hp,F,1955-07-27,67,healthy,"Bengaluru, India",Bengaluru,India,N,Y,Never,-2,170.0,66.5,-1,0,0,-2,0,1955-07-27,170.0,66.5
kr9086UQ,F,1953-04-27,69,healthy,"Lima, Peru",Lima,Peru,N,Y,Never,-2,175.0,88.8,-1,0,0,-2,0,1953-04-27,175.0,88.8
xF1124Dd,F,1954-08-27,67,healthy,"Ibadan, Nigeria",Ibadan,Nigeria,N,Y,1 or 2 times per month,-2,175.0,70.4,-1,0,0,-2,0,1954-08-27,175.0,70.4
cB1697FA,F,1956-12-22,65,healthy,"Harare, Zimbabwe",Harare,Zimbabwe,Y,Y,1 or 2 times per month,-2,174.0,69.6,-1,0,1,-2,0,1956-12-22,174.0,69.6
fQ3212pr,F,1947-10-02,74,healthy,"Moscow, Russia",Moscow,Russia,Y,N,Never,-2,171.0,70.2,-2,0,1,0,0,1947-10-02,171.0,70.2
au5927Ra,F,1955-12-22,66,healthy,"Antalya, Turkey",Antalya,Turkey,N,Y,1 or 2 times per month,-2,171.0,64.3,-1,0,0,-2,0,1955-12-22,171.0,64.3
YT0460dO,F,1952-05-14,70,healthy,"San Francisco, United States",San Francisco,United States,N,Y,Never,-2,159.0,58.1,-2,0,0,-2,0,1952-05-14,159.0,58.1
PD9055gI,F,1949-02-09,73,healthy,"Antalya, Turkey",Antalya,Turkey,N,Y,Never,-2,168.0,53.6,-2,0,0,-2,0,1949-02-09,168.0,53.6
Pn6040Ra,F,1953-05-14,69,healthy,"Douala, Cameroon",Douala,Cameroon,N,Y,1 or 2 times per month,-2,164.0,78.0,-1,0,0,-2,0,1953-05-14,164.0,78.0
SG2952Gh,F,1957-04-08,65,healthy,"Ankara, Turkey",Ankara,Turkey,N,Y,1 or 2 times per month,-2,169.0,54.3,-1,0,0,-2,0,1957-04-08,169.0,54.3
jt4349Fq,F,1948-06-12,74,healthy,"Quito, Ecuador",Quito,Ecuador,N,Y,Never,-2,169.0,68.5,-2,0,0,-2,0,1948-06-12,169.0,68.5
Sv5654KN,F,1947-09-24,74,healthy,"Ibadan, Nigeria",Ibadan,Nigeria,N,Y,Never,-2,175.0,61.2,-2,0,0,-2,0,1947-09-24,175.0,61.2
jt5523cE,F,1948-01-27,74,healthy,"Karachi, Pakistan",Karachi,Pakistan,N,Y,1 or 2 times per month,-2,165.0,87.1,-2,0,0,-2,0,1948-01-27,165.0,87.1
tn9579RE,F,1953-08-11,69,healthy,"Heraklion, Greece",Heraklion,Greece,Y,Y,Never,-2,174.0,57.5,-1,0,1,-2,0,1953-08-11,174.0,57.5
Wx3971Lj,F,1950-06-05,72,healthy,"Brisbane, Australia",Brisbane,Australia,N,Y,Never,-2,171.0,70.2,-2,0,0,-2,0,1950-06-05,171.0,70.2
Qo6772yc,F,1956-06-14,66,healthy,"Ankara, Turkey",Ankara,Turkey,Y,N,1 or 2 times per month,-2,174.0,84.8,-1,0,1,0,0,1956-06-14,174.0,84.8
df8983Fd,F,1948-11-11,73,healthy,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia,N,Y,1 or 2 times per month,-2,148.0,50.4,-2,0,0,-2,0,1948-11-11,148.0,50.4
ac2152UV,F,1948-02-29,74,healthy,"Copenhagen, Denmark",Copenhagen,Denmark,N,Y,Never,-2,172.0,62.1,-2,0,0,-2,0,1948-02-29,172.0,62.1
aQ1061nt,F,1954-08-02,68,healthy,"Giza, Egypt",Giza,Egypt,Y,Y,Never,-2,173.0,59.9,-1,0,1,-2,0,1954-08-02,173.0,59.9
BX8776mX,F,1950-02-09,72,healthy,"Florence, Italy",Florence,Italy,Y,Y,Never,-2,171.0,70.2,-2,0,1,-2,0,1950-02-09,171.0,70.2
HT9304pI,F,1955-01-13,67,healthy,"Taipei, Taiwan",Taipei,Taiwan,Y,Y,Never,-2,171.0,84.8,-1,0,1,-2,0,1955-01-13,171.0,84.8
Kx8786KJ,F,1951-01-19,71,healthy,"Beirut, Lebanon",Beirut,Lebanon,N,Y,Never,-2,167.0,66.9,-2,0,0,-2,0,1951-01-19,167.0,66.9
YZ1691BT,F,1949-03-15,73,healthy,"Las Vegas, United States",Las Vegas,United States,N,Y,1 or 2 times per month,-2,167.0,58.6,-2,0,0,-2,0,1949-03-15,167.0,58.6
bc2595tq,F,1952-03-06,70,healthy,"Conakry, Guinea",Conakry,Guinea,N,N,1 or 2 times per month,-2,165.0,62.6,-2,0,0,0,0,1952-03-06,165.0,62.6
xH8831UQ,F,1953-01-18,69,healthy,"Casablanca, Morocco",Casablanca,Morocco,Y,Y,1 or 2 times per month,-2,165.0,51.7,-1,0,1,-2,0,1953-01-18,165.0,51.7
ZG9078DY,F,1950-07-31,72,healthy,"Benin City, Nigeria",Benin City,Nigeria,N,Y,Never,-2,180.0,77.8,-2,0,0,-2,0,1950-07-31,180.0,77.8
WK6922ON,F,1953-07-07,69,healthy,"Ankara, Turkey",Ankara,Turkey,N,Y,Never,-2,160.0,51.2,-1,0,0,-2,0,1953-07-07,160.0,51.2
mF4057fj,F,1950-12-25,71,healthy,"Pretoria, South Africa",Pretoria,South Africa,N,Y,1 or 2 times per month,-2,169.0,77.1,-2,0,0,-2,0,1950-12-25,169.0,77.1
tr3250zy,F,1953-04-12,69,healthy,"Karachi, Pakistan",Karachi,Pakistan,N,Y,Never,-2,172.0,68.0,-1,0,0,-2,0,1953-04-12,172.0,68.0
fX3008Cc,F,1948-02-18,74,healthy,"Soweto, South Africa",Soweto,South Africa,N,Y,1 or 2 times per month,-2,171.0,64.3,-2,0,0,-2,0,1948-02-18,171.0,64.3
FT7808BH,F,1957-03-20,65,healthy,"Jeddah, Saudi Arabia",Jeddah,Saudi Arabia,Y,Y,Never,-2,169.0,74.3,-1,0,1,-2,0,1957-03-20,169.0,74.3
zg9542vF,F,1948-10-11,73,healthy,"Hyderabad, India",Hyderabad,India,N,Y,1 or 2 times per month,-2,173.0,62.9,-2,0,0,-2,0,1948-10-11,173.0,62.9
gc9436xy,F,1952-02-29,70,healthy,"Georgetown, Guyana",Georgetown,Guyana,Y,Y,1 or 2 times per month,-2,169.0,85.7,-2,0,1,-2,0,1952-02-29,169.0,85.7
Gh0607jk,F,1948-05-27,74,healthy,"Pretoria, South Africa",Pretoria,South Africa,Y,Y,1 or 2 times per month,-2,170.0,54.9,-2,0,1,-2,0,1948-05-27,170.0,54.9
jC0826qi,F,1955-01-11,67,healthy,"Pretoria, South Africa",Pretoria,South Africa,Y,N,Never,-2,171.0,79.0,-1,0,1,0,0,1955-01-11,171.0,79.0
rL0742nD,F,1950-12-13,71,healthy,"Prague, Czech Republic",Prague,Czech Republic,N,Y,Never,-2,173.0,71.8,-2,0,0,-2,0,1950-12-13,173.0,71.8
Nh8265zp,F,1949-08-05,73,healthy,"Johannesburg, South Africa",Johannesburg,South Africa,N,Y,Never,-2,159.0,50.6,-2,0,0,-2,0,1949-08-05,159.0,50.6
Dp0373QP,F,1947-11-16,74,healthy,"Las Vegas, United States",Las Vegas,United States,N,Y,Never,-2,170.0,57.8,-2,0,0,-2,0,1947-11-16,170.0,57.8
RN6181Ja,F,1954-10-09,67,healthy,"New York City, United States",New York City,United States,N,Y,Never,-2,167.0,92.0,-1,0,0,-2,0,1954-10-09,167.0,92.0
au1089dK,F,1951-05-05,71,healthy,"Madrid, Spain",Madrid,Spain,N,Y,Never,-2,170.0,57.8,-2,0,0,-2,0,1951-05-05,170.0,57.8
Gh5771sC,F,1950-09-13,71,healthy,"Kabul, Afghanistan",Kabul,Afghanistan,N,Y,1 or 2 times per month,-2,175.0,94.9,-2,0,0,-2,0,1950-09-13,175.0,94.9
yw8573aP,F,1952-04-04,70,healthy,"Accra, Ghana",Accra,Ghana,N,Y,1 or 2 times per month,-2,167.0,55.8,-2,0,0,-2,0,1952-04-04,167.0,55.8
JC0217zd,F,1955-02-09,67,healthy,"Frankfurt, Germany",Frankfurt,Germany,N,N,1 or 2 times per month,-2,169.0,65.7,-1,0,0,0,0,1955-02-09,169.0,65.7
cQ4714Eo,F,1954-05-11,68,healthy,"Cairo, Egypt",Cairo,Egypt,N,Y,Never,-2,169.0,88.5,-1,0,0,-2,0,1954-05-11,169.0,88.5
gB9996Cj,F,1947-10-30,74,healthy,"Athens, Greece",Athens,Greece,N,Y,Never,-2,167.0,55.8,-2,0,0,-2,0,1947-10-30,167.0,55.8
le9050yV,F,1947-09-02,74,healthy,"Soweto, South Africa",Soweto,South Africa,N,N,Never,-2,169.0,71.4,-2,0,0,0,0,1947-09-02,169.0,71.4
Xj2880mB,F,1954-02-15,68,healthy,"Lima, Peru",Lima,Peru,Y,Y,Never,-2,167.0,64.1,-1,0,1,-2,0,1954-02-15,167.0,64.1
xN8186yC,F,1950-07-15,72,healthy,"Mar del Plata, Argentina",Mar del Plata,Argentina,Y,Y,Never,-2,165.0,59.9,-2,0,1,-2,0,1950-07-15,165.0,59.9
Tm1699KF,F,1949-02-22,73,healthy,"Lubumbashi, Republic of the Congo",Lubumbashi,Republic of the Congo,N,N,1 or 2 times per month,-2,169.0,80.0,-2,0,0,0,0,1949-02-22,169.0,80.0
tK3147XI,F,1956-06-06,66,healthy,"Honolulu, United States",Honolulu,United States,N,Y,Never,-2,164.0,56.5,-1,0,0,-2,0,1956-06-06,164.0,56.5
Ql9631hT,F,1954-08-26,67,healthy,"Cancun, Mexico",Cancun,Mexico,N,Y,Never,-2,169.0,60.0,-1,0,0,-2,0,1954-08-26,169.0,60.0
Jd3918gu,F,1955-03-20,67,healthy,"Bengaluru, India",Bengaluru,India,N,N,Never,-2,171.0,67.3,-1,0,0,0,0,1955-03-20,171.0,67.3
Fz9127HN,F,1957-07-03,65,healthy,"Miami, United States",Miami,United States,Y,Y,1 or 2 times per month,-2,170.0,63.6,-1,0,1,-2,0,1957-07-03,170.0,63.6
KE3390KS,F,1948-05-12,74,healthy,"Amsterdam, Netherlands",Amsterdam,Netherlands,N,Y,1 or 2 times per month,-2,172.0,65.1,-2,0,0,-2,0,1948-05-12,172.0,65.1
on2273BS,F,1955-09-27,66,healthy,"Conakry, Guinea",Conakry,Guinea,N,Y,1 or 2 times per month,-2,170.0,66.5,-1,0,0,-2,0,1955-09-27,170.0,66.5
va1828Vl,F,1949-02-09,73,healthy,"Las Vegas, United States",Las Vegas,United States,Y,Y,Never,-2,173.0,59.9,-2,0,1,-2,0,1949-02-09,173.0,59.9
uz6306pE,F,1951-01-30,71,healthy,"Riyadh, Saudi Arabia",Riyadh,Saudi Arabia,N,N,Never,-2,162.0,55.1,-2,0,0,0,0,1951-01-30,162.0,55.1
Yf9585YR,F,1956-02-19,66,healthy,"Delhi, India",Delhi,India,N,N,Never,-2,173.0,68.8,-1,0,0,0,0,1956-02-19,173.0,68.8
ju6672Cj,F,1953-10-01,68,healthy,"Cairo, Egypt",Cairo,Egypt,N,Y,Never,-2,165.0,68.1,-1,0,0,-2,0,1953-10-01,165.0,68.1
